,index,inner_0,inner_1,inner_2,inner_3,outer_0,outer_1,outer_2,outer_3,outer_4,outer_5,frame_ID,bbox,area,perimeter,aspect_ratio
323,"(10, '[244, 488, 335, 578]')",-3.818366,4.3025427,1.1863314,-2.5691907,0.39747995,3.8012888,1.1850213,-0.22517627,1.5051112,0.03249073,10,"[244, 488, 335, 578]",6104.0,292.9777,1.0111111
324,"(10, '[390, 489, 423, 516]')",0.028596306,1.3927058,-1.3115553,-1.6314516,-2.951776,-1.950406,0.107987,0.52163696,-0.3055744,0.02328091,10,"[390, 489, 423, 516]",698.0,99.59798,1.2222222
325,"(10, '[507, 493, 524, 512]')",0.5748341,-2.6381795,-1.8387135,-0.44740096,-1.7203372,2.97033,-1.2508994,-0.17106219,0.03725814,-0.008294077,10,"[507, 493, 524, 512]",236.0,56.870056,0.8947368
326,"(10, '[556, 493, 566, 505]')",4.577252,0.35544235,-0.9577206,1.8438611,-1.4337212,3.7201188,-0.9024465,-0.23427552,0.32457393,-0.026496368,10,"[556, 493, 566, 505]",102.0,34.72792,0.8333333
327,"(10, '[478, 494, 504, 522]')",1.2279363,1.9502091,-0.9915238,-2.3168561,-0.21312775,0.13315278,0.016875021,0.28821295,-0.5505887,0.06346386,10,"[478, 494, 504, 522]",559.0,86.42641,0.9285714
328,"(10, '[470, 511, 479, 522]')",2.3392804,-4.74507,-0.21046813,-1.3729084,-2.7737312,1.0460385,-0.45912015,0.78050554,-1.0679559,-0.11912396,10,"[470, 511, 479, 522]",75.0,30.142136,0.8181818
329,"(10, '[527, 512, 571, 555]')",-4.933588,0.9361534,-1.433495,-1.2578481,-1.590185,2.550907,-0.91105825,-0.034774404,0.08133463,0.14416346,10,"[527, 512, 571, 555]",1500.0,142.46803,1.0232558
330,"(10, '[67, 516, 80, 529]')",-0.8104505,-2.6037564,-2.375128,0.8349292,-3.5924654,-2.3463922,0.13779725,0.37886906,0.05575501,0.028547807,10,"[67, 516, 80, 529]",134.0,40.384777,1.0
331,"(10, '[31, 528, 61, 558]')",1.6131915,4.664006,-1.5578173,-2.1917326,-0.8531684,-2.4040995,1.0858052,-0.37934232,1.0375526,0.1208435,10,"[31, 528, 61, 558]",759.0,100.18377,1.0
332,"(10, '[483, 529, 503, 550]')",0.24942315,-1.8852428,-1.9247776,-1.3574132,-0.8611377,0.6459381,-0.97864974,0.4218528,-0.9665564,0.16288759,10,"[483, 529, 503, 550]",350.0,67.45584,0.95238096
333,"(10, '[397, 535, 411, 552]')",1.0239673,-2.5770016,-2.0671544,-0.007529844,-1.0539218,0.123620115,0.41900632,0.7006249,-0.8083607,-0.08467129,10,"[397, 535, 411, 552]",180.0,48.62742,0.8235294
334,"(10, '[123, 541, 149, 567]')",1.4915779,2.6171045,-1.6543703,-2.1144736,-2.2942252,0.1192121,0.7168845,0.10939318,0.6840015,0.09356715,10,"[123, 541, 149, 567]",510.0,82.42641,1.0
335,"(10, '[575, 541, 586, 554]')",3.253603,-4.127155,-0.94891906,-0.6383093,-2.6446297,-0.39309353,0.44740108,0.78992796,-0.6214955,-0.103978544,10,"[575, 541, 586, 554]",119.0,39.55635,0.84615386
336,"(10, '[464, 544, 487, 568]')",1.4306675,-0.048557367,-2.6027427,-1.9182303,-3.0431259,-0.42954028,0.45887834,0.47381812,0.22293496,0.14779487,10,"[464, 544, 487, 568]",433.0,74.769554,0.9583333
337,"(10, '[344, 545, 385, 585]')",1.7915049,5.0003066,-2.2052908,-1.65293,-0.6384494,1.1938213,0.62251997,0.35591146,-0.27024305,-0.1011267,10,"[344, 545, 385, 585]",1338.0,134.56854,1.025
338,"(10, '[66, 549, 92, 574]')",0.5456702,2.88617,-1.3160999,-1.915713,-2.081217,-2.1403577,0.1557426,0.26579055,-0.028805709,0.13905351,10,"[66, 549, 92, 574]",533.0,83.941124,1.04
339,"(10, '[415, 549, 429, 566]')",0.3403537,-3.450761,-1.7774206,-0.8376949,-3.5397055,-2.2685907,0.032238167,0.43773496,-0.021079129,0.06749017,10,"[415, 549, 429, 566]",197.0,49.79899,0.8235294
340,"(10, '[405, 552, 414, 561]')",-0.6365579,-4.887433,-0.33840573,-0.5402353,-2.849857,-1.8153874,0.3222075,0.5143267,-0.20715764,-0.03985524,10,"[405, 552, 414, 561]",68.0,29.071068,1.0
341,"(10, '[150, 553, 162, 566]')",2.0268357,-1.8606379,-0.10621842,-0.7707885,-1.3905303,0.29494405,-0.04699696,0.18285237,-0.045597423,-0.051800583,10,"[150, 553, 162, 566]",125.0,38.970562,0.9230769
342,"(10, '[563, 554, 586, 576]')",0.088100776,-0.7583789,-2.0334394,-0.9697063,-3.249604,-1.1799481,0.5764729,0.50302964,0.13505384,0.04873711,10,"[563, 554, 586, 576]",394.0,73.1127,1.0454545
343,"(10, '[111, 564, 132, 590]')",1.605813,2.9099932,-3.618275,1.9297347,-2.378031,-1.5362025,0.491477,0.5271642,-0.41434437,-0.12415994,10,"[111, 564, 132, 590]",400.0,74.769554,0.8076923
344,"(10, '[320, 566, 344, 594]')",1.8383722,2.6255488,-2.5812416,-1.6587548,-0.89836913,-0.5935412,0.061083477,0.51709294,-0.77014637,0.014719379,10,"[320, 566, 344, 594]",510.0,83.01219,0.85714287
345,"(10, '[199, 571, 217, 592]')",2.722504,-0.81229013,-1.9257128,-0.2929937,0.12723015,-0.30852526,-0.0036974875,0.13276795,-1.0171148,-0.21205816,10,"[199, 571, 217, 592]",280.0,61.112698,0.85714287
346,"(10, '[401, 575, 414, 585]')",4.93336,-1.8390168,-0.39895612,-1.7483846,-3.1580932,3.1262605,-0.34387296,-1.0710622,2.2220814,-0.10983614,10,"[401, 575, 414, 585]",101.0,35.55635,1.3
347,"(10, '[247, 579, 256, 590]')",1.5482268,-2.594014,-0.7944389,-0.2893346,-3.5302749,-1.2803198,0.0080280425,0.6346823,-0.42142612,-0.031573594,10,"[247, 579, 256, 590]",83.0,30.727922,0.8181818
348,"(20, '[518, 23, 535, 42]')",-2.7083843,1.2578728,-0.13624783,-2.47487,-1.7094243,-4.192072,-0.023097027,-0.58365095,0.9150555,0.21466959,20,"[518, 23, 535, 42]",282.0,60.384777,0.8947368
349,"(20, '[423, 24, 447, 47]')",-2.8101897,1.9597191,-1.1356016,-2.3848345,-0.6941604,-3.5453403,0.5842858,-1.0865425,1.7863219,0.31993434,20,"[423, 24, 447, 47]",432.0,74.769554,1.0434783
350,"(20, '[360, 25, 374, 39]')",-0.7369537,-1.4069179,-1.8073087,-1.116494,-2.4424126,-2.8218544,0.12979628,0.0667734,0.2560292,0.10241409,20,"[360, 25, 374, 39]",150.0,43.213203,1.0
351,"(20, '[397, 26, 412, 41]')",-2.788201,-0.93731344,-0.45973986,-2.623313,-0.72933626,-4.223298,-0.5957713,-0.9748596,0.7147298,0.21623288,20,"[397, 26, 412, 41]",182.0,47.213203,1.0
352,"(20, '[11, 28, 52, 66]')",-0.7235762,7.192966,-0.17734016,-3.5761771,3.0218143,-0.27700686,2.216292,-0.6295942,1.6782267,0.13374987,20,"[11, 28, 52, 66]",1250.0,130.56854,1.0789474
353,"(20, '[190, 29, 205, 42]')",-1.9679843,2.3006248,0.3214486,-2.2002008,3.2967656,-0.62742627,2.2931652,0.14544043,1.0372812,0.06529056,20,"[190, 29, 205, 42]",149.0,43.213203,1.1538461
354,"(20, '[541, 29, 582, 58]')",-2.3865564,1.8829614,-0.16476062,-2.147638,-0.8262355,0.1276828,0.6653336,-0.62551785,1.5193118,0.33710605,20,"[541, 29, 582, 58]",929.0,113.74011,1.4137931
355,"(20, '[453, 31, 460, 39]')",-1.0191821,-4.9137774,-2.060415,-0.25047708,-3.6978881,-4.7546706,-0.63967055,0.20418534,-0.039268143,0.09024724,20,"[453, 31, 460, 39]",50.0,23.071068,0.875
356,"(20, '[73, 41, 85, 52]')",-0.65291595,-0.6921981,-2.877655,-0.048296534,-2.4107778,-4.0495725,-1.2360195,0.0006647733,-0.75077564,-0.019938817,20,"[73, 41, 85, 52]",116.0,37.31371,1.0909091
357,"(20, '[253, 47, 283, 74]')",-0.25528404,4.8940096,-0.5544669,-1.7578312,-0.3323617,-0.27183127,0.18886001,0.21635234,-0.42354554,0.03309197,20,"[253, 47, 283, 74]",590.0,90.08326,1.1111112
358,"(20, '[459, 49, 475, 66]')",-9.745951,-1.3004299,0.09314544,0.407658,2.6035202,-2.8830097,1.1400837,-2.0085948,2.3962846,0.3321836,20,"[459, 49, 475, 66]",218.0,52.04163,0.9411765
359,"(20, '[145, 51, 167, 76]')",1.2205645,4.356206,-0.6262389,0.46048674,-0.18915275,0.68642306,-0.33616713,0.34970537,-0.9507251,-0.016209057,20,"[145, 51, 167, 76]",369.0,73.01219,0.88
360,"(20, '[119, 54, 144, 85]')",-0.55281353,4.3371086,-0.6082099,-0.6681796,2.0970867,0.113998406,1.7646096,-0.45217967,0.72035766,0.015077147,20,"[119, 54, 144, 85]",526.0,87.497475,0.8064516
361,"(20, '[386, 59, 406, 78]')",-0.2615968,1.684085,-0.9953366,-1.538801,-2.925936,-2.1838758,0.2729119,0.23059455,0.33435833,0.1632322,20,"[386, 59, 406, 78]",308.0,62.28427,1.0526316
362,"(20, '[294, 60, 375, 154]')",4.5064106,9.42491,-0.08982085,1.3238579,1.2165873,1.9967898,0.1123057,0.91354704,-1.3157997,-0.26582792,20,"[294, 60, 375, 154]",4860.0,290.00714,0.86170214
363,"(20, '[516, 61, 527, 73]')",-8.350993,0.54018086,2.1463184,-0.04156644,7.994976,-1.3882846,0.09854333,-1.3599045,-0.97809887,-0.09171957,20,"[516, 61, 527, 73]",108.0,36.142136,0.9166667
364,"(20, '[93, 63, 109, 82]')",-1.6847789,3.1219823,-1.9128187,-1.0088049,0.63537675,-1.1092141,0.25879788,-0.030735867,-0.2859763,0.0797044,20,"[93, 63, 109, 82]",251.0,57.213203,0.84210527
365,"(20, '[437, 67, 447, 77]')",-2.3999465,-4.3466387,-1.5647416,0.2955988,-2.4536154,-3.4758832,-0.15084048,0.42933246,-0.43044066,0.023062227,20,"[437, 67, 447, 77]",68.0,28.970562,1.0
366,"(20, '[446, 70, 460, 87]')",-0.67707616,-2.2904358,-0.6479125,0.19953425,-0.6775158,-1.5802354,-0.58982235,0.39659035,-0.95060647,0.06701209,20,"[446, 70, 460, 87]",186.0,49.213203,0.8235294
367,"(20, '[193, 71, 201, 79]')",0.06994879,-4.556315,-1.2658974,-0.7102582,-3.4784157,-2.7792976,-0.11986782,0.41159096,-0.23705155,-0.029560212,20,"[193, 71, 201, 79]",54.0,24.485281,1.0
368,"(20, '[246, 75, 256, 92]')",0.4217718,-2.2837737,-1.4304355,0.74914896,-2.9612367,-2.3491633,0.5059469,0.3370292,0.27722305,0.067818165,20,"[246, 75, 256, 92]",126.0,44.384777,0.5882353
369,"(20, '[64, 81, 104, 119]')",1.3932123,8.272765,2.7651272,-3.2655563,1.632614,-0.006109036,2.1513608,-0.2442446,1.0762807,-0.020587848,20,"[64, 81, 104, 119]",1169.0,125.63961,1.0526316
370,"(20, '[36, 82, 50, 96]')",-7.8102703,2.3581605,4.1115055,0.37303457,3.9009588,0.7171881,1.9297323,0.44329178,0.729246,-0.008517229,20,"[36, 82, 50, 96]",153.0,43.79899,1.0
371,"(20, '[468, 83, 491, 105]')",-0.20045538,2.8642747,-1.8744398,-1.9789094,-1.2064509,-2.7359416,0.2151935,-0.38392264,0.62341845,0.19930461,20,"[468, 83, 491, 105]",409.0,71.941124,1.0454545
372,"(20, '[174, 87, 189, 103]')",-3.5663085,-0.111678846,-1.2464504,-1.6812004,-1.8012303,-2.6140597,0.06774162,0.11614152,0.021226043,0.134061,20,"[174, 87, 189, 103]",191.0,48.62742,0.9375
373,"(20, '[202, 88, 218, 105]')",2.7488866,0.5654007,-0.78752327,-0.36284897,0.5554784,2.9956326,0.3235556,-0.32912487,0.55633146,-0.0058090733,20,"[202, 88, 218, 105]",220.0,52.62742,0.9411765
374,"(20, '[229, 89, 244, 103]')",-5.3089914,0.28867882,0.065603554,1.5177869,-1.1031953,-1.1231345,1.0124507,0.096888535,0.529961,0.15568647,20,"[229, 89, 244, 103]",149.0,44.04163,1.0714285
375,"(20, '[48, 93, 59, 104]')",-4.3308067,1.4285588,0.31746668,0.043203093,-0.16420625,-2.4895122,0.43047443,-0.12638772,0.070407026,0.0665479,20,"[48, 93, 59, 104]",93.0,33.55635,1.0
376,"(20, '[516, 96, 532, 112]')",-1.7997082,-2.0232797,-0.6707613,-1.1608626,-1.7214688,-1.8754954,0.37593836,0.39684406,-0.20126218,0.086489975,20,"[516, 96, 532, 112]",200.0,50.04163,1.0
377,"(20, '[113, 99, 122, 109]')",2.2399173,-3.4861631,1.2048289,-0.6637367,-0.6125184,3.81832,-2.1264703,-0.36988777,-0.48549727,-0.2634863,20,"[113, 99, 122, 109]",72.0,29.31371,0.9
378,"(20, '[388, 99, 405, 115]')",-1.8157941,-1.8065777,-1.2433918,-0.8359787,-1.9062207,-2.9191306,0.40678936,-0.27970493,0.8382449,0.17929725,20,"[388, 99, 405, 115]",218.0,52.62742,1.0625
379,"(20, '[420, 102, 441, 131]')",-0.63037723,0.0902463,-2.895169,-0.0051232525,-0.4119782,-1.2785167,0.9113489,0.06474336,0.10605086,0.010860656,20,"[420, 102, 441, 131]",414.0,79.01219,0.7241379
380,"(20, '[237, 105, 268, 147]')",0.7754253,3.2067325,-1.5625678,-0.10646306,1.3214762,1.7586223,0.77992016,-0.15208063,0.26823768,0.07574411,20,"[237, 105, 268, 147]",867.0,116.81118,0.7380952
381,"(20, '[275, 109, 315, 147]')",-3.0519285,7.340501,-0.6165368,1.9183626,4.323649,0.7537253,1.0066875,0.582296,-0.66370124,-0.14355752,20,"[275, 109, 315, 147]",1090.0,124.46804,1.0526316
382,"(20, '[36, 111, 46, 121]')",1.9387424,-1.8581675,0.7858131,0.0058049243,-2.4703317,-1.1712258,0.6233301,0.38876328,-0.017530477,-0.10074153,20,"[36, 111, 46, 121]",77.0,30.727922,1.0
383,"(20, '[464, 114, 504, 163]')",2.4717383,3.1839242,-2.759376,0.61266917,-2.146199,-1.6035954,0.93100744,0.27737537,0.2906544,-0.01848944,20,"[464, 114, 504, 163]",1437.0,146.46803,0.81632656
384,"(20, '[219, 124, 233, 141]')",-1.1192223,2.6114166,0.8365845,-2.2097301,2.9797173,-2.0943146,1.5935377,-1.6880356,2.2637703,0.33477342,20,"[219, 124, 233, 141]",201.0,50.384777,0.8235294
385,"(20, '[169, 129, 190, 154]')",-1.9843167,2.8606486,-0.09211893,-3.283497,1.0325016,-1.6516294,0.49714115,-0.3539785,0.043001406,0.059041325,20,"[169, 129, 190, 154]",420.0,74.52691,0.84
386,"(20, '[101, 133, 161, 182]')",-9.911733,2.367102,-2.1413877,1.2218866,2.4132774,1.1890329,3.3670938,-0.5028232,2.5794778,0.11977793,20,"[101, 133, 161, 182]",2210.0,177.09546,1.2244898
387,"(20, '[41, 135, 53, 149]')",-1.419599,-2.0721693,-2.040324,0.23907764,-2.759901,-1.7820537,0.26455575,0.5728781,-0.2940917,0.021416383,20,"[41, 135, 53, 149]",137.0,40.970562,0.85714287
388,"(20, '[406, 135, 439, 166]')",-1.9075018,2.3735142,-1.8639714,-2.5030954,0.245284,-2.0947027,1.2926883,-0.77473533,1.5481378,0.25611582,20,"[406, 135, 439, 166]",821.0,104.669044,1.0645162
389,"(20, '[501, 142, 539, 189]')",1.2225586,3.5477903,-0.28739733,0.8604997,-2.3374412,-1.4025964,0.77646655,0.3032494,0.25004685,0.023788633,20,"[501, 142, 539, 189]",1147.0,135.53911,0.80851066
390,"(20, '[188, 143, 217, 174]')",0.986454,4.573822,-0.43983704,-2.738575,1.6038662,-2.0904484,1.5654205,-1.2176193,2.2189214,0.3511251,20,"[188, 143, 217, 174]",712.0,97.25484,0.9354839
391,"(20, '[534, 144, 550, 160]')",2.3395135,-1.7566822,0.22380914,-0.12289479,-1.8826907,-0.92845476,1.2062854,0.08310663,0.70156556,-0.098361075,20,"[534, 144, 550, 160]",200.0,50.04163,1.0
392,"(20, '[239, 157, 253, 173]')",-1.373999,-0.7381387,0.78869987,-1.7811099,-0.11869816,-2.8575962,-1.1031209,-0.49733746,-0.70980453,0.006794247,20,"[239, 157, 253, 173]",167.0,46.62742,0.875
393,"(20, '[311, 160, 325, 174]')",2.78945,-4.091047,1.319361,0.37004983,-3.0413043,2.142391,-0.634142,-0.6917187,1.3302838,-0.11828498,20,"[311, 160, 325, 174]",151.0,43.213203,1.0
394,"(20, '[385, 163, 397, 176]')",0.89093095,-0.5518267,1.1620609,-0.17783572,0.53010327,4.6484733,-0.9263008,-0.12589371,-0.123491235,-0.0036302668,20,"[385, 163, 397, 176]",135.0,40.72792,0.9230769
395,"(20, '[45, 165, 93, 216]')",-0.56764543,5.3395047,-0.44600782,-3.4223213,1.1807191,-0.12642378,1.5995332,-0.5298746,1.2996022,0.27959788,20,"[45, 165, 93, 216]",1966.0,163.53911,0.9411765
396,"(20, '[446, 165, 464, 184]')",-7.3953667,-0.0020429515,0.28382626,0.59769106,-1.1878867,-2.4102428,0.9267882,-0.37395662,1.0552818,0.14034237,20,"[446, 165, 464, 184]",263.0,57.698486,0.94736844
397,"(20, '[470, 167, 489, 187]')",-0.12723674,1.6168168,-1.1369973,-0.9395214,-1.684128,-3.6999803,-0.18419187,-0.34191835,0.37489355,0.12876911,20,"[470, 167, 489, 187]",300.0,61.698486,0.95
398,"(20, '[574, 173, 587, 189]')",-1.8536737,-3.2644851,-0.9278894,-0.96616083,-1.2020197,-4.1342044,-0.5376197,-0.6994003,0.615217,0.26823902,20,"[574, 173, 587, 189]",158.0,45.79899,0.8125
399,"(20, '[157, 174, 188, 207]')",-3.4754653,4.2565265,-0.69216317,-2.6171563,1.98045,-0.8908444,0.5311186,-0.4142734,0.115323104,0.21797828,20,"[157, 174, 188, 207]",806.0,104.669044,0.93939394
400,"(20, '[201, 179, 215, 195]')",-2.8322241,-0.10660889,-0.6765433,-1.1900313,-2.7917702,-3.1047208,0.28693724,0.05810154,0.45765328,0.084745444,20,"[201, 179, 215, 195]",160.0,46.04163,0.875
401,"(20, '[247, 180, 259, 194]')",0.5992707,-2.5555449,-0.867793,-0.42539722,-1.0404919,-0.6195773,0.47094822,0.96861714,-1.2200394,-0.10196505,20,"[247, 180, 259, 194]",137.0,41.55635,0.85714287
402,"(20, '[99, 182, 120, 204]')",0.7878704,3.6419096,-1.2990147,-3.3755484,2.2506018,-0.34818393,0.27945372,-0.13795388,-0.67778915,0.08339082,20,"[99, 182, 120, 204]",352.0,67.941124,0.95454544
403,"(20, '[221, 183, 247, 215]')",-6.320022,3.9596379,3.211933,0.62551457,2.830717,-0.9351633,0.4079036,-0.59096646,-0.40404177,-0.037477247,20,"[221, 183, 247, 215]",584.0,91.497475,0.8125
404,"(20, '[297, 188, 321, 210]')",-2.1634562,-0.9565915,-0.4671407,-1.4743724,2.1578057,-1.5627655,-0.7482158,0.03833841,-1.6829396,-0.042943053,20,"[297, 188, 321, 210]",420.0,73.35534,1.0909091
405,"(20, '[425, 190, 485, 227]')",0.68191296,3.995544,0.98387355,-2.1010957,-0.5402839,-1.5669316,0.75832796,0.07692429,-0.026833033,-0.03655304,20,"[425, 190, 485, 227]",1807.0,163.63962,1.6216216
406,"(20, '[354, 191, 371, 208]')",0.017260239,-1.0251315,-1.4132276,-1.8205118,-1.1382958,-1.6577648,0.5529185,0.32788956,-0.23627616,0.0076406198,20,"[354, 191, 371, 208]",238.0,54.62742,1.0
407,"(20, '[29, 192, 40, 204]')",-0.044851996,-2.142128,0.71703416,-0.68081105,-0.8786418,-3.088414,-0.08461659,-0.13190034,-0.22156286,0.00091609254,20,"[29, 192, 40, 204]",105.0,35.55635,0.9166667
408,"(20, '[475, 192, 530, 272]')",2.0804775,0.11130636,-0.8418822,2.1195526,-1.3186722,-0.89930516,0.29557467,0.5426754,-0.7505542,-0.11046596,20,"[475, 192, 530, 272]",2521.0,222.89444,0.6875
409,"(20, '[130, 197, 147, 217]')",-0.029004233,3.5209625,-1.4888372,-1.3888475,0.33879006,-2.2685428,0.7652731,-0.54559475,0.89495206,0.25477824,20,"[130, 197, 147, 217]",272.0,59.455845,0.85
410,"(20, '[188, 202, 204, 218]')",2.4457433,-2.1721506,-0.34961298,-1.1113037,-3.143329,-1.7246205,0.60771775,0.39645168,0.25304896,0.017089082,20,"[188, 202, 204, 218]",190.0,49.455845,1.0
411,"(20, '[85, 206, 124, 259]')",3.7862546,4.8398237,1.361004,-0.691698,0.841169,-0.26734444,-0.12875688,0.2641557,-1.3478671,-0.24033508,20,"[85, 206, 124, 259]",1480.0,151.53911,0.7358491
412,"(20, '[14, 208, 34, 228]')",1.8997709,4.3904295,2.5071683,-0.8280349,5.9796596,1.4719651,1.7759954,-0.97253436,0.40948758,-0.16815558,20,"[14, 208, 34, 228]",327.0,64.28427,1.0
413,"(20, '[343, 208, 354, 220]')",1.7824169,-2.8697124,-0.28381994,-0.38642845,-3.6136048,-3.141824,-0.18426843,0.3356727,-0.07725508,0.004945371,20,"[343, 208, 354, 220]",115.0,37.31371,0.9166667
414,"(20, '[361, 210, 368, 218]')",-1.5592473,-5.187581,-0.31243932,-0.3960987,-3.5965693,-2.426506,-0.27822322,0.5238288,-0.3752079,0.029123208,20,"[361, 210, 368, 218]",50.0,23.656855,0.875
415,"(20, '[329, 216, 338, 225]')",2.9396858,-1.7789476,-0.255229,-0.8640835,-2.781964,-1.6424598,-0.09541513,0.71735656,-0.8084626,-0.03726556,20,"[329, 216, 338, 225]",71.0,28.485281,1.0
416,"(20, '[261, 219, 293, 247]')",1.0848362,3.8258147,-1.718329,-2.2312915,-0.9616889,-2.0233157,0.9764172,-0.17238669,0.7489218,0.119126014,20,"[261, 219, 293, 247]",706.0,96.669044,1.1428572
417,"(20, '[167, 222, 180, 236]')",-1.3679631,-0.6340688,-0.110793084,-1.7350867,1.3543756,-2.590481,-0.68726444,-0.87065303,-0.3197006,0.029487846,20,"[167, 222, 180, 236]",155.0,43.55635,0.9285714
418,"(20, '[368, 223, 397, 255]')",1.8967983,3.5883176,-1.6453295,-0.6057234,0.12547939,0.3815199,0.48448777,0.25833803,-0.5191073,-0.063012764,20,"[368, 223, 397, 255]",687.0,98.669044,0.90625
419,"(20, '[403, 229, 431, 256]')",1.7042615,2.9159014,1.5379242,-0.80697495,3.4357994,-1.6995105,0.72464406,-1.2381128,0.33920628,-0.10689778,20,"[403, 229, 431, 256]",608.0,89.01219,1.037037
420,"(20, '[126, 231, 152, 259]')",-2.7692974,2.3335485,-0.3010158,-2.5102758,0.9601523,-1.103935,1.8936814,-0.616652,1.5050077,0.19225591,20,"[126, 231, 152, 259]",569.0,87.01219,0.9285714
421,"(20, '[308, 233, 324, 249]')",-0.944192,-0.23917136,-1.7587682,-0.070288494,-3.0748117,-2.6663845,0.16785808,0.29258928,0.13916981,0.070948936,20,"[308, 233, 324, 249]",204.0,50.62742,1.0
422,"(20, '[326, 236, 344, 251]')",-0.094282806,-3.0938632,-1.6264642,-0.16594413,-2.0565324,-1.7193125,0.4194479,0.44731525,-0.23744065,-0.004228457,20,"[326, 236, 344, 251]",218.0,52.04163,1.2
423,"(20, '[521, 236, 545, 264]')",0.76046336,0.3584815,-1.0437723,-1.733881,-0.8063312,-1.4892703,0.63860554,0.16910534,-0.05977183,0.029528247,20,"[521, 236, 545, 264]",494.0,82.42641,0.85714287
424,"(20, '[194, 237, 211, 256]')",-0.5520126,0.48364097,-1.0322405,-2.0193357,-1.4557751,-2.5795004,0.5732851,-0.18641798,0.70415205,0.16644119,20,"[194, 237, 211, 256]",255.0,57.455845,0.8947368
425,"(20, '[215, 240, 238, 258]')",-8.705526,-0.17774926,0.3260535,0.88636684,1.6228452,-1.6727266,2.164311,-0.77056277,2.3503194,0.2733509,20,"[215, 240, 238, 258]",337.0,66.28427,1.2777778
426,"(20, '[568, 242, 592, 268]')",-0.2401784,-1.2605035,-1.5287493,-0.03440294,-2.1583655,1.1300912,-0.2552984,0.11209823,0.08029345,-0.03165272,20,"[568, 242, 592, 268]",475.0,80.18377,0.9230769
427,"(20, '[558, 243, 568, 254]')",1.9452008,-0.6114741,0.80642545,-0.46917534,-2.8580658,-2.4352348,0.13283677,0.4238322,-0.12057609,0.028127003,20,"[558, 243, 568, 254]",90.0,32.142136,0.90909094
428,"(20, '[5, 245, 28, 266]')",0.3700532,1.699793,-0.48691016,-2.1042867,0.024309719,-0.5587652,0.24050973,0.10644308,-0.42707285,-0.008777588,20,"[5, 245, 28, 266]",366.0,70.52691,1.0952381
429,"(20, '[463, 251, 470, 261]')",2.3575397,-3.5978436,0.4160633,-0.22431137,-3.3882442,-0.60132354,-0.1250916,0.76142734,-0.75072086,-0.07270476,20,"[463, 251, 470, 261]",56.0,26.485281,0.7
430,"(20, '[146, 252, 194, 291]')",0.8990301,4.7397037,1.3516325,-1.0454193,1.7628433,0.6703916,0.8599169,-0.21267927,-0.05320225,-0.01992538,20,"[146, 252, 194, 291]",1370.0,141.88225,1.2307693
431,"(20, '[247, 252, 276, 282]')",-1.2260529,2.673049,-0.5670889,-2.731908,-0.10532297,-1.9112645,0.9293734,-0.422136,0.88495475,0.18173112,20,"[247, 252, 276, 282]",692.0,96.42641,0.96666664
432,"(20, '[382, 258, 393, 271]')",2.7628424,-2.315595,-2.2251115,-1.3551073,-2.1792731,-1.8538507,-0.15675111,0.81817245,-1.1318316,-0.08342536,20,"[382, 258, 393, 271]",115.0,36.970562,0.84615386
433,"(20, '[280, 262, 293, 275]')",-0.6536485,-1.9670072,-1.9064778,-0.5853462,-1.7347356,-3.7894137,0.31679568,-0.43687245,0.8710606,0.12561896,20,"[280, 262, 293, 275]",131.0,40.970562,1.0
434,"(20, '[230, 265, 340, 318]')",3.0458186,5.7197504,0.23194943,0.97698593,1.255854,1.3180985,2.3423743,-0.34361184,1.4059961,0.07482517,20,"[230, 265, 340, 318]",3308.0,272.20816,2.0754716
435,"(20, '[13, 268, 28, 284]')",-1.2960433,0.11213034,-1.0505079,-1.3321818,-1.3114057,-2.5680435,0.4996204,-0.2701411,0.7635255,0.21577966,20,"[13, 268, 28, 284]",197.0,49.79899,0.9375
436,"(20, '[54, 269, 80, 294]')",-10.933053,0.09307777,0.23055816,0.90397215,11.07045,-0.16842094,-1.4144241,2.459655,1.2129059,-0.046339482,20,"[54, 269, 80, 294]",502.0,81.59798,1.04
437,"(20, '[421, 271, 483, 328]')",0.4071083,3.4501271,-0.2124929,-2.2901437,1.2158061,1.0401826,1.2586777,-0.13234754,0.43285114,0.072440326,20,"[421, 271, 483, 328]",2670.0,194.7523,1.0877193
438,"(20, '[503, 280, 514, 295]')",-8.598287,0.40745255,2.6463516,0.6508044,10.868488,-5.570722,-5.777718,0.23562434,0.37145686,0.2114653,20,"[503, 280, 514, 295]",123.0,39.79899,0.73333335
439,"(20, '[543, 283, 555, 295]')",-2.356565,-4.8971753,-1.1182618,-0.70961523,0.614819,-2.4419658,-1.2196342,-0.5572767,-0.94465435,-0.02523044,20,"[543, 283, 555, 295]",121.0,37.55635,1.0
440,"(20, '[11, 284, 26, 297]')",2.7291992,-1.5091808,-0.5212286,-0.33242884,-1.2478914,0.899146,1.6367012,-0.1688335,1.2156633,-0.11235914,20,"[11, 284, 26, 297]",142.0,43.970562,1.1538461
441,"(20, '[167, 284, 205, 318]')",2.6573672,3.9780512,-0.47189128,0.34525606,1.2909646,-1.7900103,0.43470207,-0.44491792,-0.32366133,-0.23628016,20,"[167, 284, 205, 318]",832.0,113.053825,1.117647
442,"(20, '[96, 288, 114, 306]')",1.5635631,1.6598492,-0.6043967,-1.5500413,-1.8896712,-1.8326664,0.113733366,0.48194534,-0.3883831,0.102540955,20,"[96, 288, 114, 306]",262.0,57.455845,1.0
