,index,inner_0,inner_1,inner_2,inner_3,outer_0,outer_1,outer_2,outer_3,outer_4,outer_5,frame_ID,bbox,area,perimeter,aspect_ratio
946,"(50, '[194, 237, 211, 256]')",1.8067724,-1.325723,2.333921,-0.0073022745,-0.6076352,1.1856014,1.4045682,0.13647768,0.45022836,-0.10014686,50,"[194, 237, 211, 256]",255.0,57.455845,0.8947368
947,"(50, '[215, 240, 238, 258]')",-9.902799,-2.1196766,-1.6619693,0.3517243,4.5321326,-2.7107065,-0.31815588,-2.477627,1.3960197,0.37813762,50,"[215, 240, 238, 258]",337.0,66.28427,1.2777778
948,"(50, '[568, 242, 592, 268]')",1.7452009,-0.9211909,-0.84902847,1.8867188,-3.9015763,0.5557982,-0.28907067,0.24708484,0.28219733,0.079516165,50,"[568, 242, 592, 268]",475.0,80.18377,0.9230769
949,"(50, '[558, 243, 568, 254]')",1.6260993,-4.067456,0.21444042,0.7133823,-3.959984,-0.69789135,0.26194453,0.61142516,-0.1396635,-0.02358541,50,"[558, 243, 568, 254]",90.0,32.142136,0.90909094
950,"(50, '[5, 245, 28, 266]')",1.4510206,1.0746999,-1.2534124,-0.0071567274,-0.44623387,-1.0974745,0.20507155,0.11606661,-0.2988735,0.10044766,50,"[5, 245, 28, 266]",366.0,70.52691,1.0952381
951,"(50, '[463, 251, 470, 261]')",-7.3864193,0.94374925,1.6655003,-0.5502734,9.249033,-0.8893402,0.30955455,-1.9621702,-0.3703492,-0.0246145,50,"[463, 251, 470, 261]",56.0,26.485281,0.7
952,"(50, '[146, 252, 194, 291]')",1.1638703,3.8839173,2.525906,1.252232,1.9211926,1.9655058,2.7177649,-0.70333886,1.9833615,-0.022230405,50,"[146, 252, 194, 291]",1370.0,141.88225,1.2307693
953,"(50, '[247, 252, 276, 282]')",0.8683841,0.21502058,0.95080703,-1.1170262,0.01670652,-2.078231,0.5151127,-0.37109,0.20691577,-0.024786728,50,"[247, 252, 276, 282]",692.0,96.42641,0.96666664
954,"(50, '[382, 258, 393, 271]')",1.7953997,-2.955479,-1.8298588,0.90181947,-1.866251,-1.591703,0.2103586,0.7527567,-1.0246971,-0.14735323,50,"[382, 258, 393, 271]",115.0,36.970562,0.84615386
955,"(50, '[280, 262, 293, 275]')",3.0870419,-1.6145514,-1.3918668,-0.17129599,-2.2424412,-2.0173852,0.2672704,0.5818828,-0.54064476,-0.04783515,50,"[280, 262, 293, 275]",131.0,40.970562,1.0
956,"(50, '[230, 265, 340, 318]')",1.7242665,11.027631,4.0796003,-1.7202768,3.0141237,1.0528649,2.3141673,-0.10285726,0.6594971,-0.089020334,50,"[230, 265, 340, 318]",3308.0,272.20816,2.0754716
957,"(50, '[13, 268, 28, 284]')",1.7520576,0.279922,1.0012647,-0.048021376,-2.2226968,-1.8287921,0.70532787,0.23818287,0.27463022,0.024486963,50,"[13, 268, 28, 284]",197.0,49.79899,0.9375
958,"(50, '[54, 269, 80, 294]')",-11.547841,-1.752753,-1.3082997,0.39645812,10.9134245,-3.5629332,-4.1011825,1.5459032,0.87437207,0.17201927,50,"[54, 269, 80, 294]",502.0,81.59798,1.04
959,"(50, '[421, 271, 483, 328]')",2.7200525,2.4261856,1.2087663,2.139116,1.3113513,1.0805777,1.284146,0.079373434,-0.089724876,-0.19609547,50,"[421, 271, 483, 328]",2670.0,194.7523,1.0877193
960,"(50, '[503, 280, 514, 295]')",-9.374842,-2.0582836,-1.2144252,0.35719836,8.674438,-8.801476,-6.3028903,-4.057274,-1.1191896,0.29691735,50,"[503, 280, 514, 295]",123.0,39.79899,0.73333335
961,"(50, '[543, 283, 555, 295]')",-8.20785,-1.4971057,-0.38409647,0.29078218,7.0493736,-2.0856676,-0.21975462,-1.4354649,-0.53986096,0.112789586,50,"[543, 283, 555, 295]",121.0,37.55635,1.0
962,"(50, '[11, 284, 26, 297]')",3.4552667,-3.6103687,0.39042136,-0.113815576,-1.7158086,3.8461597,-0.6426587,-0.715415,1.1464134,-0.13685709,50,"[11, 284, 26, 297]",142.0,43.970562,1.1538461
963,"(50, '[167, 284, 205, 318]')",2.084969,-0.8584164,2.481509,0.49233422,3.4606302,0.60949755,-0.95733285,0.27040827,-2.8414178,-0.4007181,50,"[167, 284, 205, 318]",832.0,113.053825,1.117647
964,"(50, '[96, 288, 114, 306]')",2.2077472,-0.98024213,-0.09559281,0.65841264,-1.8290815,1.6518642,-0.316492,-0.072976895,0.37584803,0.04884386,50,"[96, 288, 114, 306]",262.0,57.455845,1.0
965,"(50, '[112, 296, 146, 353]')",0.7212362,0.9689727,0.10397948,0.56899375,0.6126601,-0.61095005,0.8446263,-0.027119614,-0.13307473,-0.13178043,50,"[112, 296, 146, 353]",1450.0,150.46803,0.5964912
966,"(50, '[73, 300, 90, 317]')",-2.6004605,3.1573217,0.6727558,0.67678213,4.9526687,-1.8014984,-0.049221773,-1.2018473,0.060164444,-0.11880391,50,"[73, 300, 90, 317]",240.0,54.04163,1.0
967,"(50, '[379, 300, 406, 329]')",3.5426362,1.5860811,1.9401959,-0.5740095,-1.2195953,3.4901474,0.24430795,-1.0313195,2.123238,0.0826694,50,"[379, 300, 406, 329]",628.0,91.59798,0.9310345
968,"(50, '[195, 307, 224, 333]')",0.576991,-1.1808066,1.7019293,-0.36940354,-1.1520448,-0.6858152,0.10020861,0.31197453,-0.3707267,0.024172168,50,"[195, 307, 224, 333]",575.0,87.84062,1.1153846
969,"(50, '[39, 308, 59, 330]')",1.0361029,1.8068452,4.149249,-0.6257813,4.447368,1.1741635,1.2921374,-1.0816947,0.30664405,-0.19864424,50,"[39, 308, 59, 330]",345.0,67.69849,0.90909094
970,"(50, '[505, 319, 529, 340]')",2.1315224,-2.4345968,0.3587986,1.6988844,2.523227,4.8552346,-2.1496685,-0.47022608,-1.3891611,-0.2817267,50,"[505, 319, 529, 340]",411.0,73.1127,1.1428572
971,"(50, '[485, 321, 491, 330]')",4.8454976,-5.5207653,0.49805433,-0.08181331,-4.9530334,7.269815,-8.141571,-4.0277567,3.5960255,0.17490293,50,"[485, 321, 491, 330]",47.0,23.071068,0.6666667
972,"(50, '[55, 322, 109, 381]')",-0.3648705,10.769467,-1.7517067,3.7171292,8.534012,1.5958829,-1.2915884,4.753261,-1.1250131,-0.61914676,50,"[55, 322, 109, 381]",2176.0,186.26703,0.91525424
973,"(50, '[238, 325, 266, 357]')",2.0412664,-0.93998355,1.1028323,0.35440493,-0.65363944,0.21184042,-0.08406851,0.487783,-0.8274261,-0.04716862,50,"[238, 325, 266, 357]",675.0,95.497475,0.875
974,"(50, '[371, 332, 407, 366]')",3.8903034,1.4758896,1.2440536,0.7651989,0.6362615,1.4699957,-0.83486056,0.56486535,-1.9777938,-0.17824061,50,"[371, 332, 407, 366]",973.0,114.91169,1.0588236
975,"(50, '[319, 334, 354, 379]')",2.683955,1.6339729,2.5652187,0.50483984,-1.2804226,-0.23051454,0.6586941,0.1320246,0.13239908,-0.15010273,50,"[319, 334, 354, 379]",1233.0,130.2254,0.7777778
976,"(50, '[289, 335, 310, 357]')",2.4621568,0.43573156,1.7751356,0.062577106,1.0832739,2.8971672,1.3971745,-0.76069176,1.5459398,-0.1317896,50,"[289, 335, 310, 357]",373.0,69.69849,0.95454544
977,"(50, '[158, 337, 178, 362]')",-9.640035,-0.5685019,-0.40414953,0.35817358,7.1953263,-2.618577,-1.5671493,-2.2097595,-0.5430567,0.23952891,50,"[158, 337, 178, 362]",388.0,71.35534,0.8
978,"(50, '[275, 346, 283, 358]')",1.7134051,-4.2887754,-0.3561479,0.86258996,-1.5802572,0.1572366,1.0292603,0.82212424,-0.6250167,-0.10957793,50,"[275, 346, 283, 358]",81.0,32.485283,0.6666667
979,"(50, '[567, 350, 576, 368]')",3.7727988,-1.0850854,-1.1896483,1.2219912,-4.052703,0.7224931,-0.09043355,0.028821634,0.70756733,-0.03619954,50,"[567, 350, 576, 368]",119.0,44.142136,0.5
980,"(50, '[200, 351, 226, 379]')",2.1820958,1.5075202,1.2630595,0.49934676,-0.6533291,1.2429836,0.27982926,0.24322948,-0.29994756,-0.1625639,50,"[200, 351, 226, 379]",588.0,88.769554,0.9285714
981,"(50, '[454, 352, 483, 382]')",2.3741086,-1.1010976,1.6637706,0.33518836,-3.1649764,0.3324975,0.25992346,0.12672028,0.5179295,-0.03331215,50,"[454, 352, 483, 382]",648.0,93.497475,0.96666664
982,"(50, '[260, 359, 296, 398]')",3.610725,-0.7192244,0.77989477,0.089627735,-0.10104305,1.893638,0.7440118,0.062978566,-0.10430203,-0.3009485,50,"[260, 359, 296, 398]",1109.0,123.15433,0.9230769
983,"(50, '[428, 361, 453, 398]')",3.2533305,-0.25744748,0.27131364,0.9308688,-2.7446425,-0.9263872,0.7890353,0.54128486,0.070812844,0.03219629,50,"[428, 361, 453, 398]",777.0,107.35534,0.6756757
984,"(50, '[132, 364, 140, 374]')",0.90612394,-4.227643,-0.3759462,-0.20912796,-1.5487874,1.1689647,0.096533045,-0.17868586,0.61977065,-0.18403555,50,"[132, 364, 140, 374]",63.0,27.899494,0.8
985,"(50, '[36, 367, 56, 390]')",3.6503694,0.3232663,0.6567641,0.4073503,1.4145386,0.52426296,-0.79662275,-0.08278137,-1.0607277,-0.065693855,50,"[36, 367, 56, 390]",378.0,70.28427,0.8695652
986,"(50, '[486, 367, 517, 399]')",1.7732275,-0.29879132,2.0227866,-0.17958997,-1.7799284,-0.08266464,0.9069203,0.2759102,0.27602655,-0.0077153603,50,"[486, 367, 517, 399]",790.0,103.25484,0.96875
987,"(50, '[135, 377, 200, 474]')",1.6675274,0.29498658,0.33901322,2.1540499,1.7432251,2.6498587,0.02371363,0.09088457,-0.9030325,-0.28361285,50,"[135, 377, 200, 474]",4420.0,269.27924,0.6701031
988,"(50, '[346, 379, 369, 403]')",1.9469639,-1.3071271,-0.63868815,-0.38252157,-0.56207126,-1.1573282,0.0501963,0.2854403,-0.8977569,-0.10985799,50,"[346, 379, 369, 403]",412.0,74.769554,0.9583333
989,"(50, '[195, 386, 236, 428]')",2.1017354,1.4950272,-1.3576187,1.3333956,-1.0944487,0.17095459,0.8460529,0.21761438,-0.03734377,-0.24594039,50,"[195, 386, 236, 428]",1244.0,134.46803,0.97619045
990,"(50, '[32, 397, 46, 413]')",0.17212398,-0.97007483,-1.6977437,0.5467207,0.2294146,-2.0891013,-0.15318684,-0.2564599,-0.480996,-0.044980384,50,"[32, 397, 46, 413]",171.0,46.62742,0.875
991,"(50, '[503, 398, 525, 421]')",-1.2382454,5.5565057,0.9288016,2.9346,4.0820847,1.2890104,1.1795374,-0.320786,-0.76755416,-0.31208384,50,"[503, 398, 525, 421]",413.0,73.1127,0.95652175
992,"(50, '[456, 399, 468, 412]')",-8.631079,-0.36565524,0.10345027,-0.34611815,9.89583,-1.6104412,-1.1643823,-2.3138254,-1.7454938,-0.3919423,50,"[456, 399, 468, 412]",121.0,38.970562,0.9230769
993,"(50, '[50, 403, 84, 447]')",1.9738898,0.08179774,2.652061,0.97925633,-1.1872277,1.7513297,0.2564192,-0.0070661423,0.35029358,-0.053112064,50,"[50, 403, 84, 447]",1011.0,122.12489,0.77272725
994,"(50, '[417, 403, 427, 413]')",0.52107364,-4.8760977,-1.1959122,-1.427749,-2.4404588,-1.8332074,-0.0565839,0.7140559,-0.78628105,-0.019841576,50,"[417, 403, 427, 413]",88.0,31.31371,1.0
995,"(50, '[100, 412, 116, 431]')",1.7534932,-2.3787363,-0.7383883,-1.7029644,-3.3700314,-1.9189769,0.53183067,0.24657345,0.56838226,0.11325635,50,"[100, 412, 116, 431]",240.0,55.455845,0.84210527
996,"(50, '[308, 412, 392, 470]')",-7.8870826,2.362396,1.5001154,1.0021735,0.95129216,1.2384185,0.35739103,0.267474,-0.6047535,-0.004308562,50,"[308, 412, 392, 470]",3399.0,234.5513,1.4482758
997,"(50, '[428, 412, 469, 449]')",2.13423,2.1587584,3.8791645,-1.0265301,1.6196427,2.0444517,2.9836273,-0.62869006,2.2813473,0.10550681,50,"[428, 412, 469, 449]",1190.0,126.81118,1.1081082
998,"(50, '[558, 414, 567, 424]')",3.828933,-3.461969,-0.052022588,0.30753666,-4.316719,2.403215,-1.9013934,-1.2425392,1.9151505,-0.05579798,50,"[558, 414, 567, 424]",78.0,29.899494,0.9
999,"(50, '[237, 415, 283, 448]')",2.502725,0.87410754,0.7431781,1.0934488,-2.3073072,-1.0456852,0.86819774,0.38997397,0.18818471,-0.023967942,50,"[237, 415, 283, 448]",1189.0,129.98276,1.3939394
1000,"(50, '[496, 433, 506, 439]')",2.2379878,-3.0620098,1.9504335,-0.41030106,-3.3241313,1.2368269,-1.4459037,0.47999918,-0.9255243,-0.013975025,50,"[496, 433, 506, 439]",52.0,25.071068,1.6666666
1001,"(50, '[404, 440, 413, 449]')",0.3765168,-4.0480824,-0.6689206,-0.39810124,-3.7106664,-1.2588166,-0.09413947,0.67020595,-0.43916294,0.016239515,50,"[404, 440, 413, 449]",63.0,26.727922,1.0
1002,"(50, '[120, 445, 136, 463]')",-9.898962,-1.1806735,-0.12394029,0.6339824,5.062155,-0.7371555,0.975865,-0.7266138,3.4907587,0.5799667,50,"[120, 445, 136, 463]",237.0,54.62742,0.8888889
1003,"(50, '[490, 447, 510, 465]')",2.2409167,-1.7091815,0.85799754,0.3309834,-3.8338966,-0.6053244,0.5373242,0.55285966,0.004816094,-0.074099876,50,"[490, 447, 510, 465]",295.0,60.870056,1.1111112
1004,"(50, '[248, 448, 284, 488]')",2.048598,-1.6002553,-0.14987268,0.9923676,-0.7295709,1.9813393,0.19458203,0.0074100113,0.12520859,-0.102605924,50,"[248, 448, 284, 488]",893.0,119.29646,0.9
1005,"(50, '[532, 448, 542, 458]')",2.2440457,-5.2803416,0.029313402,0.18492423,-4.9277544,5.0662208,-5.7128463,-2.5696962,2.3877602,0.08062463,50,"[532, 448, 542, 458]",80.0,30.727922,1.0
1006,"(50, '[9, 450, 110, 516]')",3.2156124,0.8949663,-1.1040139,2.46807,-0.66778815,2.0884345,0.51068246,-0.028456634,0.22031495,-0.23853709,50,"[9, 450, 110, 516]",2825.0,266.1493,1.530303
1007,"(50, '[407, 450, 429, 475]')",2.2656274,-0.080066435,-1.9936911,1.9197427,-2.9185932,1.1389338,-0.48679593,0.23673889,-0.024638232,0.045543656,50,"[407, 450, 429, 475]",405.0,73.59798,0.88
1008,"(50, '[516, 454, 524, 462]')",3.3745513,-4.6199746,1.246115,0.3797159,-5.1323004,0.26201302,-1.5516436,0.5575331,-0.6261314,0.112223536,50,"[516, 454, 524, 462]",48.0,23.31371,1.0
1009,"(50, '[139, 458, 154, 472]')",2.2604895,1.2017064,-0.4292705,0.5355632,-0.8751891,-1.4029121,1.5058509,-0.03698167,0.80015266,0.040944234,50,"[139, 458, 154, 472]",162.0,45.213203,1.0714285
1010,"(50, '[460, 459, 487, 497]')",3.0071495,-0.36271393,0.26837477,0.971492,-2.9227302,1.19484,-0.13752417,0.07293686,0.39665362,-0.016457269,50,"[460, 459, 487, 497]",801.0,107.84062,0.7105263
1011,"(50, '[287, 460, 298, 471]')",5.3877397,-4.610428,0.6590386,0.18494216,-3.874623,3.8595326,-2.3544285,-0.9532111,1.1319978,-0.083792254,50,"[287, 460, 298, 471]",88.0,33.55635,1.0
1012,"(50, '[208, 462, 227, 481]')",-10.607921,-1.8387,-1.0273689,0.38596523,7.018669,-1.0228182,0.243704,-1.8955313,0.25139973,0.14563619,50,"[208, 462, 227, 481]",285.0,60.870056,1.0
1013,"(50, '[112, 475, 122, 486]')",0.6624878,-2.7651565,-0.83895963,-1.0449831,-0.76580983,-1.6123418,-0.8852649,0.49925807,-1.8778094,-0.26416606,50,"[112, 475, 122, 486]",84.0,31.556349,0.90909094
1014,"(50, '[312, 476, 327, 499]')",3.2715998,-1.950523,1.617325,1.500623,-2.4984474,1.1025252,0.024428051,-0.12362643,0.52610815,-0.22167452,50,"[312, 476, 327, 499]",282.0,61.455845,0.65217394
1015,"(50, '[355, 476, 388, 528]')",4.2649612,0.68655723,0.24102642,1.4725151,-3.0610492,1.9291147,-0.7406895,-0.47588465,0.89114004,-0.16575728,50,"[355, 476, 388, 528]",1186.0,140.46803,0.63461536
1016,"(50, '[488, 477, 502, 493]')",-0.09467359,-4.9080486,0.11201231,0.15097573,-3.5327961,-0.8732194,0.37841368,0.48734117,-0.004456109,-0.06244223,50,"[488, 477, 502, 493]",190.0,48.384777,0.875
1017,"(50, '[136, 478, 196, 540]')",-9.838802,0.9901379,2.5979354,0.4376967,8.9071045,3.857388,1.9345809,2.3037732,2.9046972,-0.04821205,50,"[136, 478, 196, 540]",2574.0,195.48022,0.9677419
1018,"(50, '[430, 478, 439, 487]')",2.322064,-2.6437902,0.22664966,-0.007690508,-1.6836338,1.8195184,-0.7787224,-0.5036356,0.7366115,-0.073041916,50,"[430, 478, 439, 487]",62.0,26.727922,1.0
1019,"(50, '[244, 488, 335, 578]')",-6.9060082,3.4282799,2.8891077,1.4260703,-1.0889728,2.1456192,1.1897384,-0.23263356,1.2230039,-0.008214504,50,"[244, 488, 335, 578]",6104.0,292.9777,1.0111111
1020,"(50, '[390, 489, 423, 516]')",0.8223811,-0.2319174,1.1511812,0.11688931,-2.465561,-1.5110799,0.6165249,0.39566752,-0.044894136,-0.04597302,50,"[390, 489, 423, 516]",698.0,99.59798,1.2222222
1021,"(50, '[507, 493, 524, 512]')",2.8230898,-2.1270955,-0.37239718,0.037504487,-0.4778595,3.1462705,-0.36864057,-0.44957268,0.6110683,-0.046458058,50,"[507, 493, 524, 512]",236.0,56.870056,0.8947368
1022,"(50, '[556, 493, 566, 505]')",2.5120697,-3.362891,0.59851515,0.37865046,-2.1875474,3.2303507,-1.6617228,-0.15418886,-0.13228813,-0.07623681,50,"[556, 493, 566, 505]",102.0,34.72792,0.8333333
1023,"(50, '[478, 494, 504, 522]')",2.460091,0.5396008,2.5291998,0.07895823,-0.00076684944,2.57138,0.43826532,-0.20555916,0.39668483,-0.10067744,50,"[478, 494, 504, 522]",559.0,86.42641,0.9285714
1024,"(50, '[470, 511, 479, 522]')",0.59326625,-5.866271,-0.014062804,-0.2241978,-4.2964587,-1.1649903,-0.51092565,0.6410388,-0.5763166,0.011182128,50,"[470, 511, 479, 522]",75.0,30.142136,0.8181818
1025,"(50, '[527, 512, 571, 555]')",-8.665967,-0.39379764,0.27732092,0.69841355,2.8188136,1.767356,-0.49575877,0.22607943,-1.8555795,-0.18001495,50,"[527, 512, 571, 555]",1500.0,142.46803,1.0232558
1026,"(50, '[67, 516, 80, 529]')",-0.3069288,-1.4511173,0.62003297,0.0035679508,-2.1234217,-2.4590185,0.69951034,-0.12071556,0.7308992,0.07138743,50,"[67, 516, 80, 529]",134.0,40.384777,1.0
1027,"(50, '[31, 528, 61, 558]')",-10.855339,-2.1883476,-2.443847,0.03983683,5.3579407,-3.4854789,-0.56016463,-2.7085454,1.2362071,0.3039489,50,"[31, 528, 61, 558]",759.0,100.18377,1.0
1028,"(50, '[483, 529, 503, 550]')",1.8109102,-0.7160404,1.6186657,0.47825667,0.07084468,0.5659453,1.1225618,0.026320579,0.23962763,-0.10370944,50,"[483, 529, 503, 550]",350.0,67.45584,0.95238096
1029,"(50, '[397, 535, 411, 552]')",0.12624146,-3.8638442,0.071272135,-0.25347435,0.59038347,0.94420296,0.61841434,0.1878782,-0.5096127,-0.10206908,50,"[397, 535, 411, 552]",180.0,48.62742,0.8235294
1030,"(50, '[123, 541, 149, 567]')",2.810223,1.4045962,-0.79318875,0.7435377,-1.7189417,-0.870682,0.98207116,0.14192742,0.5064873,0.096974604,50,"[123, 541, 149, 567]",510.0,82.42641,1.0
1031,"(50, '[575, 541, 586, 554]')",2.127446,-3.832421,-0.5700198,0.40926382,-3.3050158,0.06102956,0.61156064,0.72347265,-0.30143538,-0.07906492,50,"[575, 541, 586, 554]",119.0,39.55635,0.84615386
1032,"(50, '[464, 544, 487, 568]')",2.8181703,-0.3934984,-0.83089864,0.8446768,-3.5437646,-1.8304571,0.4487697,0.31153435,0.3937127,0.056888685,50,"[464, 544, 487, 568]",433.0,74.769554,0.9583333
1033,"(50, '[344, 545, 385, 585]')",2.5087857,1.157718,1.9354113,0.110624604,-1.6455412,0.994614,0.8666911,0.040641367,0.5885012,-0.105272666,50,"[344, 545, 385, 585]",1338.0,134.56854,1.025
1034,"(50, '[66, 549, 92, 574]')",1.2299429,1.1990063,1.2133496,1.2694023,-1.2997499,0.9076518,0.10236377,0.1568127,-0.10981539,-0.12970327,50,"[66, 549, 92, 574]",533.0,83.941124,1.04
1035,"(50, '[415, 549, 429, 566]')",-0.29902336,0.1444262,2.6495757,-1.3324279,-0.7120369,0.10489645,2.1020799,0.16820712,0.79519165,-0.039194833,50,"[415, 549, 429, 566]",197.0,49.79899,0.8235294
1036,"(50, '[405, 552, 414, 561]')",1.5346528,-1.5047426,0.2871415,0.33032078,-2.8101249,1.8618999,-0.21886285,-0.7386889,1.5432028,-0.23163642,50,"[405, 552, 414, 561]",68.0,29.071068,1.0
1037,"(50, '[150, 553, 162, 566]')",1.8387985,-1.5857836,0.841788,0.11027283,-0.5508019,1.0275464,0.23430106,0.31008893,-0.3418134,-0.08410795,50,"[150, 553, 162, 566]",125.0,38.970562,0.9230769
1038,"(50, '[563, 554, 586, 576]')",0.66293305,-2.2604208,1.436078,0.22705136,-1.7429469,2.6648219,-1.587238,-0.18950984,-0.18119575,0.029479554,50,"[563, 554, 586, 576]",394.0,73.1127,1.0454545
1039,"(50, '[111, 564, 132, 590]')",0.37429848,-1.0713775,0.027021611,-0.9054769,-1.594449,-1.1413709,0.14039107,0.7712723,-1.1471537,-0.12899727,50,"[111, 564, 132, 590]",400.0,74.769554,0.8076923
1040,"(50, '[320, 566, 344, 594]')",2.9898834,-0.19566032,1.371791,-0.730083,-0.38153008,0.8716134,1.0971152,0.16152582,0.21879715,-0.052927982,50,"[320, 566, 344, 594]",510.0,83.01219,0.85714287
1041,"(50, '[199, 571, 217, 592]')",0.8782704,-2.157805,2.3892262,0.03133633,1.1904743,3.0355237,0.31017733,-0.4416651,0.28358465,-0.2656337,50,"[199, 571, 217, 592]",280.0,61.112698,0.85714287
1042,"(50, '[401, 575, 414, 585]')",2.850215,-4.776634,-0.8226426,0.38713297,-4.656663,-0.1722452,-0.09538858,0.74728215,-0.4500701,-0.080160215,50,"[401, 575, 414, 585]",101.0,35.55635,1.3
1043,"(50, '[247, 579, 256, 590]')",2.1362233,-1.5259719,0.60845536,0.760335,-3.56931,-0.25594872,-0.02495699,0.86096185,-0.9087317,-0.15194184,50,"[247, 579, 256, 590]",83.0,30.727922,0.8181818
1044,"(60, '[518, 23, 535, 42]')",-1.0194641,-0.37448028,0.9487764,-0.11812139,-0.5198151,-2.9419994,0.7000757,-0.74371517,1.2078656,0.18073843,60,"[518, 23, 535, 42]",282.0,60.384777,0.8947368
1045,"(60, '[423, 24, 447, 47]')",-0.74322873,0.75687444,-0.25593597,0.57399493,3.9644606,-2.0154595,-0.8872948,-0.81961095,-1.3588125,-0.07260082,60,"[423, 24, 447, 47]",432.0,74.769554,1.0434783
1046,"(60, '[360, 25, 374, 39]')",0.5364095,-0.39233857,0.45860437,-0.7703697,0.76473814,-0.50993884,0.61363924,0.19208348,-0.6474157,-0.07694185,60,"[360, 25, 374, 39]",150.0,43.213203,1.0
1047,"(60, '[397, 26, 412, 41]')",-1.633309,-2.0382867,-0.15803334,-0.78942055,0.17174983,-4.1381526,-1.08965,-1.4376242,0.46075988,0.09585789,60,"[397, 26, 412, 41]",182.0,47.213203,1.0
1048,"(60, '[11, 28, 52, 66]')",-0.8276408,5.6924057,2.6550047,-0.81817377,2.460913,0.32580283,1.3746685,-0.40345904,0.42739707,-0.06446308,60,"[11, 28, 52, 66]",1250.0,130.56854,1.0789474
1049,"(60, '[190, 29, 205, 42]')",0.51847917,-1.4506924,2.4091053,-0.517255,0.641911,0.27057388,1.718589,0.411883,-0.2660862,-0.17851262,60,"[190, 29, 205, 42]",149.0,43.213203,1.1538461
1050,"(60, '[541, 29, 582, 58]')",-1.0363731,0.3526542,1.0282531,-0.11813256,-0.24119562,1.2212999,0.42511484,-0.61089087,1.2404994,0.20690212,60,"[541, 29, 582, 58]",929.0,113.74011,1.4137931
1051,"(60, '[453, 31, 460, 39]')",1.4644967,-2.7958157,0.7904704,0.37515712,-3.3765252,-0.19550775,-0.737488,0.48328406,-0.6050564,-0.059470534,60,"[453, 31, 460, 39]",50.0,23.071068,0.875
1052,"(60, '[73, 41, 85, 52]')",-0.7383087,-2.5071182,-2.0938032,-2.0150816,0.8819924,-4.443896,-1.3378406,-1.8250093,0.57751226,0.1133434,60,"[73, 41, 85, 52]",116.0,37.31371,1.0909091
1053,"(60, '[253, 47, 283, 74]')",2.5721593,1.3942246,-0.018975122,0.21454929,-1.322001,0.0670233,1.40967,-0.049316946,0.97323006,0.031974472,60,"[253, 47, 283, 74]",590.0,90.08326,1.1111112
1054,"(60, '[459, 49, 475, 66]')",-9.772171,-2.6529298,-1.9013007,0.45091495,3.3837502,-5.1966653,-1.7399708,-3.424942,2.0804918,0.532858,60,"[459, 49, 475, 66]",218.0,52.04163,0.9411765
1055,"(60, '[145, 51, 167, 76]')",0.34732103,-1.1891704,-0.23682757,0.21793981,-1.7370908,0.41253847,-0.6774345,0.5986879,-1.0024245,0.045084145,60,"[145, 51, 167, 76]",369.0,73.01219,0.88
1056,"(60, '[119, 54, 144, 85]')",0.4982088,1.274749,0.8701658,1.1829889,0.3547383,0.29331845,0.41137147,-0.0010953249,-0.1595865,0.0062954994,60,"[119, 54, 144, 85]",526.0,87.497475,0.8064516
1057,"(60, '[386, 59, 406, 78]')",1.970433,-1.4641937,2.781237,0.1629779,-2.1401832,2.4896288,-0.6699831,-0.4601655,0.9161421,0.053447865,60,"[386, 59, 406, 78]",308.0,62.28427,1.0526316
1058,"(60, '[294, 60, 375, 154]')",4.078092,2.3729277,0.85376203,1.4331445,-1.7740612,1.6923169,-0.26968524,0.24761224,-0.2149604,-0.021063114,60,"[294, 60, 375, 154]",4860.0,290.00714,0.86170214
1059,"(60, '[516, 61, 527, 73]')",-9.193635,-1.5085086,-0.40220764,0.13204521,7.7743053,-4.9504533,-2.8239264,-3.7713594,0.073256545,0.1439428,60,"[516, 61, 527, 73]",108.0,36.142136,0.9166667
1060,"(60, '[93, 63, 109, 82]')",1.960062,3.6866364,-0.18876217,0.5041841,4.5396395,1.2418108,0.34801915,-0.49072516,-0.8144455,-0.10918854,60,"[93, 63, 109, 82]",251.0,57.213203,0.84210527
1061,"(60, '[437, 67, 447, 77]')",-0.78093255,-3.8023767,-1.8336916,-1.1718894,-1.9164133,-3.6699498,-0.19751637,0.18970352,-0.26329035,0.07676068,60,"[437, 67, 447, 77]",68.0,28.970562,1.0
1062,"(60, '[446, 70, 460, 87]')",-0.2881339,-1.1417269,0.77920765,0.14738329,-1.1117635,-0.628044,1.4030248,0.11339421,0.5872194,-0.15801728,60,"[446, 70, 460, 87]",186.0,49.213203,0.8235294
1063,"(60, '[193, 71, 201, 79]')",0.99923277,-0.3330873,-0.59556097,0.5382838,-2.365929,-0.28515854,0.36112672,0.90511847,-1.1151382,-0.23053268,60,"[193, 71, 201, 79]",54.0,24.485281,1.0
1064,"(60, '[246, 75, 256, 92]')",1.1119939,-1.9593701,-0.17719495,1.1489338,-2.9260004,-1.0320963,0.013624233,0.5751005,-0.39839685,0.040269215,60,"[246, 75, 256, 92]",126.0,44.384777,0.5882353
1065,"(60, '[64, 81, 104, 119]')",0.72311723,8.3286,2.5837982,0.7650885,3.7402098,-0.56604123,1.0903434,-0.89969635,0.4570266,-0.21086653,60,"[64, 81, 104, 119]",1169.0,125.63961,1.0526316
